path,duration,id,genre,split
01 Hip Hop/Chasing Shadows Plucked Arp.mp3,9.221224,01_Hip_Hop_Chasing_Shadows_Plucked_Arp,Hip Hop/RnB,train
01 Hip Hop/Chasing Shadows Reverse Strings.mp3,9.221224,01_Hip_Hop_Chasing_Shadows_Reverse_Strings,Hip Hop/RnB,train
01 Hip Hop/Chasing Shadows Snare Fills.mp3,4.649796,01_Hip_Hop_Chasing_Shadows_Snare_Fills,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Beat 01.mp3,8.986122,01_Hip_Hop_Chill_Hip-Hop_Beat_01,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Beat 02.mp3,8.986122,01_Hip_Hop_Chill_Hip-Hop_Beat_02,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Beat 03.mp3,5.746939,01_Hip_Hop_Chill_Hip-Hop_Beat_03,Hip Hop/RnB,valid
01 Hip Hop/Chill Hip-Hop Beat 04.mp3,5.746939,01_Hip_Hop_Chill_Hip-Hop_Beat_04,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Beat 05.mp3,4.101224,01_Hip_Hop_Chill_Hip-Hop_Beat_05,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Beat 06.mp3,8.803265,01_Hip_Hop_Chill_Hip-Hop_Beat_06,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Beat 07.mp3,8.097959,01_Hip_Hop_Chill_Hip-Hop_Beat_07,Hip Hop/RnB,valid
01 Hip Hop/Chill Hip-Hop Beat 08.mp3,4.101224,01_Hip_Hop_Chill_Hip-Hop_Beat_08,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Beat 09.mp3,7.497143,01_Hip_Hop_Chill_Hip-Hop_Beat_09,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Hi-Hat 01 .mp3,6.948571,01_Hip_Hop_Chill_Hip-Hop_Hi-Hat_01_,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Hi-Hat 02 .mp3,6.948571,01_Hip_Hop_Chill_Hip-Hop_Hi-Hat_02_,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Hi-Hat 03 .mp3,6.948571,01_Hip_Hop_Chill_Hip-Hop_Hi-Hat_03_,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Hi-Hat 04 .mp3,6.948571,01_Hip_Hop_Chill_Hip-Hop_Hi-Hat_04_,Hip Hop/RnB,train
01 Hip Hop/Chill Hip-Hop Hi-Hat 05 .mp3,6.948571,01_Hip_Hop_Chill_Hip-Hop_Hi-Hat_05_,Hip Hop/RnB,train
01 Hip Hop/Chip Shot Bell Lead.mp3,6.164898,01_Hip_Hop_Chip_Shot_Bell_Lead,Hip Hop/RnB,train
01 Hip Hop/Choral Tension Sampled Keys.mp3,6.948571,01_Hip_Hop_Choral_Tension_Sampled_Keys,Hip Hop/RnB,train
01 Hip Hop/Choral Tension Strings.mp3,6.948571,01_Hip_Hop_Choral_Tension_Strings,Hip Hop/RnB,train
01 Hip Hop/Choral Tension Vox Pad.mp3,6.948571,01_Hip_Hop_Choral_Tension_Vox_Pad,Hip Hop/RnB,train
01 Hip Hop/Christy Background 11.mp3,6.086531,01_Hip_Hop_Christy_Background_11,Hip Hop/RnB,test
01 Hip Hop/Christy Background 15.mp3,5.302857,01_Hip_Hop_Christy_Background_15,Hip Hop/RnB,train
01 Hip Hop/Christy Background 16.mp3,6.086531,01_Hip_Hop_Christy_Background_16,Hip Hop/RnB,train
01 Hip Hop/Chronicles Brass.mp3,5.146122,01_Hip_Hop_Chronicles_Brass,Hip Hop/RnB,test
01 Hip Hop/Chronicles Echo Guitar.mp3,5.146122,01_Hip_Hop_Chronicles_Echo_Guitar,Hip Hop/RnB,train
01 Hip Hop/Chronicles Flutter Synth.mp3,5.146122,01_Hip_Hop_Chronicles_Flutter_Synth,Hip Hop/RnB,train
01 Hip Hop/Chronicles Muted Guitar.mp3,5.146122,01_Hip_Hop_Chronicles_Muted_Guitar,Hip Hop/RnB,train
01 Hip Hop/Chronicles Organ.mp3,5.146122,01_Hip_Hop_Chronicles_Organ,Hip Hop/RnB,train
01 Hip Hop/Chronicles Rhythm Guitar.mp3,5.146122,01_Hip_Hop_Chronicles_Rhythm_Guitar,Hip Hop/RnB,train
01 Hip Hop/Chronicles Sub Bass.mp3,5.146122,01_Hip_Hop_Chronicles_Sub_Bass,Hip Hop/RnB,train
01 Hip Hop/Chronicles Wah Guitar.mp3,5.146122,01_Hip_Hop_Chronicles_Wah_Guitar,Hip Hop/RnB,train
01 Hip Hop/City Lights Blip Synth.mp3,6.50449,01_Hip_Hop_City_Lights_Blip_Synth,Hip Hop/RnB,train
01 Hip Hop/City Lights Brass.mp3,6.50449,01_Hip_Hop_City_Lights_Brass,Hip Hop/RnB,train
01 Hip Hop/City Lights Synth Lead.mp3,3.291429,01_Hip_Hop_City_Lights_Synth_Lead,Hip Hop/RnB,train
01 Hip Hop/City of Angeles Beat.mp3,5.433469,01_Hip_Hop_City_of_Angeles_Beat,Hip Hop/RnB,train
01 Hip Hop/City of Angeles Choir.mp3,5.433469,01_Hip_Hop_City_of_Angeles_Choir,Hip Hop/RnB,train
01 Hip Hop/City of Angeles Guitar Chords.mp3,5.433469,01_Hip_Hop_City_of_Angeles_Guitar_Chords,Hip Hop/RnB,train
01 Hip Hop/City of Angeles Melody Guitar.mp3,5.433469,01_Hip_Hop_City_of_Angeles_Melody_Guitar,Hip Hop/RnB,valid
01 Hip Hop/City of Angeles Phase Guitar.mp3,2.742857,01_Hip_Hop_City_of_Angeles_Phase_Guitar,Hip Hop/RnB,train
01 Hip Hop/City of Angeles Rock Guitar.mp3,5.433469,01_Hip_Hop_City_of_Angeles_Rock_Guitar,Hip Hop/RnB,test
01 Hip Hop/City of Angeles String Hits.mp3,5.433469,01_Hip_Hop_City_of_Angeles_String_Hits,Hip Hop/RnB,train
01 Hip Hop/City of Angeles Sub Bass.mp3,5.433469,01_Hip_Hop_City_of_Angeles_Sub_Bass,Hip Hop/RnB,valid
01 Hip Hop/City of Angeles Synth Lead.mp3,5.433469,01_Hip_Hop_City_of_Angeles_Synth_Lead,Hip Hop/RnB,valid
01 Hip Hop/City of Angeles Synth Strings.mp3,5.433469,01_Hip_Hop_City_of_Angeles_Synth_Strings,Hip Hop/RnB,train
01 Hip Hop/City of Angeles Wah Guitar.mp3,5.433469,01_Hip_Hop_City_of_Angeles_Wah_Guitar,Hip Hop/RnB,train
01 Hip Hop/Clap Your Hands Beat.mp3,3.422041,01_Hip_Hop_Clap_Your_Hands_Beat,Hip Hop/RnB,train
01 Hip Hop/Climbing Brass Arpeggio.mp3,6.687347,01_Hip_Hop_Climbing_Brass_Arpeggio,Hip Hop/RnB,train
01 Hip Hop/Cold Chills Beat.mp3,5.302857,01_Hip_Hop_Cold_Chills_Beat,Hip Hop/RnB,train
01 Hip Hop/Cold Shoulder Beat.mp3,5.433469,01_Hip_Hop_Cold_Shoulder_Beat,Hip Hop/RnB,train
01 Hip Hop/Cold Shoulder Gated Synth.mp3,5.433469,01_Hip_Hop_Cold_Shoulder_Gated_Synth,Hip Hop/RnB,train
01 Hip Hop/Cold Shoulder Metal Guitar.mp3,5.433469,01_Hip_Hop_Cold_Shoulder_Metal_Guitar,Hip Hop/RnB,train
01 Hip Hop/Cold Shoulder Sub Bass.mp3,5.433469,01_Hip_Hop_Cold_Shoulder_Sub_Bass,Hip Hop/RnB,test
01 Hip Hop/Cold Shoulder Synth Choir.mp3,5.433469,01_Hip_Hop_Cold_Shoulder_Synth_Choir,Hip Hop/RnB,train
01 Hip Hop/Come Up Aah Vox.mp3,6.086531,01_Hip_Hop_Come_Up_Aah_Vox,Hip Hop/RnB,test
01 Hip Hop/Come Up Beat 01.mp3,6.086531,01_Hip_Hop_Come_Up_Beat_01,Hip Hop/RnB,train
01 Hip Hop/Come Up Beat 02.mp3,6.086531,01_Hip_Hop_Come_Up_Beat_02,Hip Hop/RnB,train
01 Hip Hop/Come Up Hazy Chords 01.mp3,6.086531,01_Hip_Hop_Come_Up_Hazy_Chords_01,Hip Hop/RnB,train
01 Hip Hop/Come Up Hazy Chords 02.mp3,6.086531,01_Hip_Hop_Come_Up_Hazy_Chords_02,Hip Hop/RnB,train
01 Hip Hop/Come Up Murmer Bass 01.mp3,6.086531,01_Hip_Hop_Come_Up_Murmer_Bass_01,Hip Hop/RnB,train
01 Hip Hop/Come Up Murmer Bass 02.mp3,6.086531,01_Hip_Hop_Come_Up_Murmer_Bass_02,Hip Hop/RnB,train
01 Hip Hop/Come Up Rhythmic Keys.mp3,6.086531,01_Hip_Hop_Come_Up_Rhythmic_Keys,Hip Hop/RnB,valid
01 Hip Hop/Countdown Arpeggio.mp3,6.426122,01_Hip_Hop_Countdown_Arpeggio,Hip Hop/RnB,train
01 Hip Hop/Counting Seconds Beat.mp3,6.948571,01_Hip_Hop_Counting_Seconds_Beat,Hip Hop/RnB,train
01 Hip Hop/Counting Seconds Orchestral Pad.mp3,6.948571,01_Hip_Hop_Counting_Seconds_Orchestral_Pad,Hip Hop/RnB,valid
01 Hip Hop/Counting Seconds Saw Synth.mp3,6.948571,01_Hip_Hop_Counting_Seconds_Saw_Synth,Hip Hop/RnB,train
01 Hip Hop/Counting Seconds Sub Bass.mp3,6.948571,01_Hip_Hop_Counting_Seconds_Sub_Bass,Hip Hop/RnB,train
01 Hip Hop/Counting Seconds Synth Bells.mp3,6.948571,01_Hip_Hop_Counting_Seconds_Synth_Bells,Hip Hop/RnB,train
01 Hip Hop/Counting Seconds Topper.mp3,6.948571,01_Hip_Hop_Counting_Seconds_Topper,Hip Hop/RnB,test
01 Hip Hop/Daylight Guitar FX.mp3,6.922449,01_Hip_Hop_Daylight_Guitar_FX,Hip Hop/RnB,train
01 Hip Hop/Daylight Laser FX.mp3,6.948571,01_Hip_Hop_Daylight_Laser_FX,Hip Hop/RnB,valid
01 Hip Hop/Daylight Piano FX.mp3,6.948571,01_Hip_Hop_Daylight_Piano_FX,Hip Hop/RnB,train
01 Hip Hop/Daylight Riser FX.mp3,6.948571,01_Hip_Hop_Daylight_Riser_FX,Hip Hop/RnB,valid
01 Hip Hop/Daylight Sample Hit 01.mp3,0.522449,01_Hip_Hop_Daylight_Sample_Hit_01,Hip Hop/RnB,train
01 Hip Hop/Daylight Sample Hit 02.mp3,0.522449,01_Hip_Hop_Daylight_Sample_Hit_02,Hip Hop/RnB,valid
01 Hip Hop/Daylight Sample Stabs.mp3,6.948571,01_Hip_Hop_Daylight_Sample_Stabs,Hip Hop/RnB,train
01 Hip Hop/Daylight Synth Arp.mp3,6.948571,01_Hip_Hop_Daylight_Synth_Arp,Hip Hop/RnB,train
01 Hip Hop/Deal Breaker Arpeggio.mp3,6.765714,01_Hip_Hop_Deal_Breaker_Arpeggio,Hip Hop/RnB,train
01 Hip Hop/Deal Breaker Beat.mp3,6.765714,01_Hip_Hop_Deal_Breaker_Beat,Hip Hop/RnB,train
01 Hip Hop/Deal Breaker Guitar.mp3,6.765714,01_Hip_Hop_Deal_Breaker_Guitar,Hip Hop/RnB,train
01 Hip Hop/Deal Breaker Mallets.mp3,3.422041,01_Hip_Hop_Deal_Breaker_Mallets,Hip Hop/RnB,train
01 Hip Hop/Deal Breaker Synth Lead.mp3,6.765714,01_Hip_Hop_Deal_Breaker_Synth_Lead,Hip Hop/RnB,train
01 Hip Hop/Deep Connection Bendy Vox 01.mp3,6.086531,01_Hip_Hop_Deep_Connection_Bendy_Vox_01,Hip Hop/RnB,train
01 Hip Hop/Deep Connection Bendy Vox 02.mp3,6.086531,01_Hip_Hop_Deep_Connection_Bendy_Vox_02,Hip Hop/RnB,test
01 Hip Hop/Deep Connection Percussion Snaps.mp3,6.086531,01_Hip_Hop_Deep_Connection_Percussion_Snaps,Hip Hop/RnB,train
01 Hip Hop/Deep Connection Rhythmic Pad 01.mp3,6.086531,01_Hip_Hop_Deep_Connection_Rhythmic_Pad_01,Hip Hop/RnB,train
01 Hip Hop/Deep Connection Rhythmic Pad 02.mp3,6.086531,01_Hip_Hop_Deep_Connection_Rhythmic_Pad_02,Hip Hop/RnB,train
01 Hip Hop/Deep Connection String Bass 01.mp3,6.086531,01_Hip_Hop_Deep_Connection_String_Bass_01,Hip Hop/RnB,valid
01 Hip Hop/Deep Connection String Bass 02.mp3,6.086531,01_Hip_Hop_Deep_Connection_String_Bass_02,Hip Hop/RnB,train
01 Hip Hop/Deep Connection Texture FX.mp3,6.086531,01_Hip_Hop_Deep_Connection_Texture_FX,Hip Hop/RnB,train
01 Hip Hop/Deep Freeze Beat 01.mp3,6.582857,01_Hip_Hop_Deep_Freeze_Beat_01,Hip Hop/RnB,train
01 Hip Hop/Deep Freeze Beat 02.mp3,6.582857,01_Hip_Hop_Deep_Freeze_Beat_02,Hip Hop/RnB,train
01 Hip Hop/Deep Freeze Synth.mp3,6.582857,01_Hip_Hop_Deep_Freeze_Synth,Hip Hop/RnB,test
01 Hip Hop/Detroit Made Lead Guitar.mp3,7.601633,01_Hip_Hop_Detroit_Made_Lead_Guitar,Hip Hop/RnB,train
01 Hip Hop/Detroit Made Muted Guitar.mp3,3.84,01_Hip_Hop_Detroit_Made_Muted_Guitar,Hip Hop/RnB,train
01 Hip Hop/Detroit Made Piano.mp3,7.601633,01_Hip_Hop_Detroit_Made_Piano,Hip Hop/RnB,train
01 Hip Hop/Detroit Made Strings.mp3,7.601633,01_Hip_Hop_Detroit_Made_Strings,Hip Hop/RnB,train
01 Hip Hop/Detroit Made Synth Lead.mp3,3.84,01_Hip_Hop_Detroit_Made_Synth_Lead,Hip Hop/RnB,train
01 Hip Hop/Diesel Power Percussion.mp3,6.948571,01_Hip_Hop_Diesel_Power_Percussion,Hip Hop/RnB,train
01 Hip Hop/Diesel Power Riser FX.mp3,6.948571,01_Hip_Hop_Diesel_Power_Riser_FX,Hip Hop/RnB,valid
01 Hip Hop/Diesel Power Strings.mp3,6.948571,01_Hip_Hop_Diesel_Power_Strings,Hip Hop/RnB,train
01 Hip Hop/Diesel Power Sub Bass FX.mp3,2.951837,01_Hip_Hop_Diesel_Power_Sub_Bass_FX,Hip Hop/RnB,valid
01 Hip Hop/Diesel Power Synth FX.mp3,3.526531,01_Hip_Hop_Diesel_Power_Synth_FX,Hip Hop/RnB,train
01 Hip Hop/Diesel Power Vox FX.mp3,0.940408,01_Hip_Hop_Diesel_Power_Vox_FX,Hip Hop/RnB,train
01 Hip Hop/Diesel Power Vox Lead 01.mp3,6.948571,01_Hip_Hop_Diesel_Power_Vox_Lead_01,Hip Hop/RnB,train
01 Hip Hop/Diesel Power Vox Lead 02.mp3,6.948571,01_Hip_Hop_Diesel_Power_Vox_Lead_02,Hip Hop/RnB,train
01 Hip Hop/Diesel Power Vox Lead 03.mp3,6.948571,01_Hip_Hop_Diesel_Power_Vox_Lead_03,Hip Hop/RnB,train
01 Hip Hop/Doctor's Orders Beat.mp3,5.041633,01_Hip_Hop_Doctor's_Orders_Beat,Hip Hop/RnB,train
01 Hip Hop/Doctor's Orders Sub Bass.mp3,5.041633,01_Hip_Hop_Doctor's_Orders_Sub_Bass,Hip Hop/RnB,train
01 Hip Hop/Doctor's Orders Synth Lead.mp3,5.041633,01_Hip_Hop_Doctor's_Orders_Synth_Lead,Hip Hop/RnB,train
01 Hip Hop/Doghouse Beat.mp3,5.302857,01_Hip_Hop_Doghouse_Beat,Hip Hop/RnB,train
01 Hip Hop/Doghouse Buzz Bass.mp3,2.716735,01_Hip_Hop_Doghouse_Buzz_Bass,Hip Hop/RnB,train
01 Hip Hop/Doghouse Dark Piano.mp3,2.716735,01_Hip_Hop_Doghouse_Dark_Piano,Hip Hop/RnB,train
01 Hip Hop/Doghouse Melody Piano.mp3,5.302857,01_Hip_Hop_Doghouse_Melody_Piano,Hip Hop/RnB,train
01 Hip Hop/Doghouse Synth Lead.mp3,2.716735,01_Hip_Hop_Doghouse_Synth_Lead,Hip Hop/RnB,train
01 Hip Hop/Doppelganger Synth.mp3,6.870204,01_Hip_Hop_Doppelganger_Synth,Hip Hop/RnB,test
01 Hip Hop/Double Vision Blip Synth.mp3,5.146122,01_Hip_Hop_Double_Vision_Blip_Synth,Hip Hop/RnB,train
01 Hip Hop/Double Vision Synth Lead.mp3,5.146122,01_Hip_Hop_Double_Vision_Synth_Lead,Hip Hop/RnB,train
01 Hip Hop/Dreaming Arp Bells.mp3,6.948571,01_Hip_Hop_Dreaming_Arp_Bells,Hip Hop/RnB,train
